POL_ID;INS_AGE;INS_GENDER;POL_EFF_DT;POL_TRMNT_DT;CAR_USE;CAR_TYPE;INS_AREA;CLM_FREQ; TOTAL_CLM_AMNT 
SDF0000045280;38;M;09/10/00;00/01/00;Private;SUV;Rural;1; 130.000 
SDF0000045281;55;M;16/04/00;00/01/00;Private;Sports Car;Rural;1; 370.000 
SDF0000045282;72;M;03/12/00;00/01/00;Commercial;Minivan;Urban;1; 228.000 
KDF0000045283;43;F;21/01/00;00/01/00;Commercial;Pickup;Rural;1; 437.000 
KDF0000045284;28;F;16/02/00;00/01/00;Commercial;Truck;Urban;1; 229.000 
ADF0000045285;55;F;13/05/00;00/01/00;Private;SUV;Rural;1; 101.000 
GDF0000045286;67;M;25/09/00;00/01/00;Private;SUV;Urban;1; 111.000 
GDF0000045287;25;M;13/04/00;00/01/00;Private;SUV;Urban;1; 29.000 
ADF0000045288;46;F;02/09/00;00/01/00;Private;Minivan;Rural;1; 25.000 
SDF0000045289;44;M;19/03/00;00/01/00;Commercial;SUV;Urban;2; 423.000 
SDF0000045290;30;M;29/07/00;00/01/00;Commercial;Van;Urban;1; 204.000 
KDF0000045291;27;F;18/02/00;00/01/00;Private;Minivan;Urban;4; 209.000 
TDF0000045292;20;F;28/04/00;00/01/00;Commercial;Sports Car;Urban;1; 302.000 
ADF0000045293;51;F;07/03/00;00/01/00;Private;Pickup;Urban;1; 182.000 
TDF0000045294;75;F;20/01/00;00/01/00;Private;SUV;Urban;1; 217.000 
SDF0000045295;28;M;07/07/00;00/01/00;Commercial;Pickup;Urban;1; 293.000 
GDF0000045296;18;M;04/03/00;00/01/00;Private;SUV;Urban;1; 708.000 
SDF0000045297;62;M;28/12/00;00/01/00;Private;Minivan;Urban;1; 353.000 
GDF0000045298;62;F;03/10/00;00/01/00;Private;Minivan;Rural;1; 459.000 
GDF0000045299;18;F;24/11/00;00/01/00;Commercial;Pickup;Rural;1; 215.000 
GDF0000045300;42;F;07/01/00;00/01/00;Commercial;Minivan;Urban;1; 681.000 
KDF0000045301;34;M;11/04/00;00/01/00;Private;Sports Car;Urban;1; 345.000 
GDF0000045302;28;M;02/08/00;00/01/00;Private;Pickup;Urban;1; 389.000 
GDF0000045303;28;F;24/12/00;00/01/00;Private;Van;Urban;1; 664.000 
SDF0000045304;27;F;07/08/00;00/01/00;Commercial;Pickup;Urban;1; 332.000 
ADF0000045305;76;M;12/09/00;00/01/00;Private;Minivan;Rural;1; 125.000 
ADF0000045306;18;F;21/07/00;00/01/00;Private;Minivan;Urban;1; 591.000 
KDF0000045307;75;M;29/09/00;00/01/00;Commercial;SUV;Urban;1; 510.000 
KDF0000045308;73;F;04/04/00;00/01/00;Commercial;Sports Car;Urban;3; 199.000 
SDF0000045309;79;M;28/12/00;00/01/00;Private;Minivan;Urban;1; 360.000 
GDF0000045310;48;F;14/10/00;00/01/00;Private;SUV;Urban;1; 205.000 
TDF0000045311;47;F;07/11/00;00/01/00;Private;Pickup;Urban;1; 201.000 
ADF0000045312;79;M;13/02/00;00/01/00;Commercial;Truck;Urban;4; 152.000 
ADF0000045313;59;F;21/04/00;00/01/00;Private;Sports Car;Urban;1; 522.000 
SDF0000045314;55;F;21/02/00;00/01/00;Commercial;SUV;Urban;1; 376.000 
KDF0000045315;62;M;27/05/00;00/01/00;Private;Pickup;Urban;1; 3.000 
ADF0000045316;73;M;04/02/00;00/01/00;Private;Minivan;Urban;3; 367.000 
KDF0000045317;58;M;01/07/00;00/01/00;Private;Minivan;Urban;1; 262.000 
TDF0000045318;24;M;26/04/00;00/01/00;Private;SUV;Urban;1; 537.000 
GDF0000045319;43;F;22/10/00;00/01/00;Commercial;Truck;Urban;1; 408.000 
GDF0000045320;42;M;08/07/00;00/01/00;Private;Minivan;Urban;1; 269.000 
ADF0000045321;37;M;11/11/00;00/01/00;Private;Minivan;Urban;1; 365.000 
GDF0000045322;59;M;13/02/00;00/01/00;Commercial;Pickup;Urban;1; 253.000 
ADF0000045323;69;M;14/08/00;00/01/00;Private;SUV;Urban;1; 235.000 
SDF0000045324;70;F;02/08/00;00/01/00;Commercial;SUV;Rural;1; 666.000 
TDF0000045325;42;M;15/07/00;00/01/00;Private;SUV;Rural;1; 5.000 
ADF0000045326;58;F;01/03/00;00/01/00;Private;Minivan;Urban;1; 595.000 
KDF0000045327;55;M;06/03/00;00/01/00;Commercial;Pickup;Urban;1; 303.000 
SDF0000045328;70;M;03/01/00;00/01/00;Private;Minivan;Urban;4; 242.000 
TDF0000045329;47;M;22/06/00;00/01/00;Private;Sports Car;Urban;1; 425.000 
GDF0000045330;74;F;22/05/00;00/01/00;Commercial;Minivan;Urban;1; 537.000 
GDF0000045331;40;F;30/04/00;00/01/00;Private;SUV;Urban;1; 294.000 
KDF0000045332;66;F;30/09/00;00/01/00;Private;Minivan;Urban;1; 218.000 
SDF0000045333;53;M;02/11/00;00/01/00;Private;SUV;Urban;3; 234.000 
KDF0000045334;71;F;27/12/00;00/01/00;Commercial;Pickup;Urban;1; 317.000 
ADF0000045335;21;F;13/07/00;00/01/00;Commercial;Sports Car;Urban;1; 659.000 
TDF0000045336;18;F;15/02/00;00/01/00;Private;SUV;Rural;1; 97.000 
TDF0000045337;51;M;27/03/00;00/01/00;Commercial;Van;Urban;1; 238.000 
GDF0000045338;69;F;12/04/00;00/01/00;Commercial;Sports Car;Urban;1; 264.000 
GDF0000045339;29;F;26/09/00;00/01/00;Commercial;Truck;Urban;3; 685.000 
SDF0000045340;33;M;17/04/00;00/01/00;Private;SUV;Urban;1; 244.000 
TDF0000045341;25;M;04/12/00;00/01/00;Private;Pickup;Urban;1; 218.000 
KDF0000045342;27;F;22/04/00;00/01/00;Commercial;Pickup;Urban;3; 484.000 
GDF0000045343;44;M;21/01/00;00/01/00;Private;Sports Car;Urban;1; 51.000 
KDF0000045344;32;M;26/07/00;00/01/00;Commercial;SUV;Urban;1; 373.000 
KDF0000045345;29;M;09/08/00;00/01/00;Private;Minivan;Urban;1; 621.000 
TDF0000045346;80;F;13/02/00;00/01/00;Private;SUV;Urban;3; 2.000 
TDF0000045347;46;F;25/05/00;00/01/00;Private;Minivan;Rural;1; 684.000 
SDF0000045348;80;M;26/05/00;00/01/00;Private;Sports Car;Urban;1; 310.000 
ADF0000045349;48;F;31/10/00;00/01/00;Private;Van;Urban;1; 414.000 
KDF0000045350;44;F;15/03/00;00/01/00;Private;SUV;Urban;1; 559.000 
GDF0000045351;35;M;29/01/00;00/01/00;Private;SUV;Urban;1; 151.000 
KDF0000045352;19;M;29/05/00;00/01/00;Private;Sports Car;Urban;1; 134.000 
SDF0000045353;19;M;30/09/00;00/01/00;Private;Sports Car;Urban;1; 220.000 
SDF0000045354;74;F;10/04/00;00/01/00;Private;SUV;Urban;1; 409.000 
ADF0000045355;68;F;27/04/00;00/01/00;Commercial;Pickup;Urban;1; 555.000 
KDF0000045356;42;M;30/01/00;00/01/00;Private;SUV;Urban;1; 385.000 
KDF0000045357;55;F;04/03/00;00/01/00;Commercial;Truck;Urban;1; 122.000 
KDF0000045358;19;F;03/01/00;00/01/00;Commercial;Sports Car;Urban;3; 532.000 
KDF0000045359;40;M;25/08/00;00/01/00;Commercial;Pickup;Urban;1; 17.000 
SDF0000045360;52;F;12/09/00;00/01/00;Private;Sports Car;Urban;1; 640.000 
KDF0000045361;25;F;29/03/00;00/01/00;Private;SUV;Urban;3; 484.000 
GDF0000045362;49;M;09/11/00;00/01/00;Private;Minivan;Urban;3; 225.000 
KDF0000045363;25;M;14/02/00;00/01/00;Commercial;Truck;Rural;1; 100.000 
KDF0000045364;63;F;18/07/00;00/01/00;Private;Minivan;Urban;1; 473.000 
KDF0000045365;69;M;23/02/00;00/01/00;Commercial;Truck;Urban;1; 248.000 
KDF0000045366;43;M;02/04/00;00/01/00;Commercial;Pickup;Rural;1; 314.000 
ADF0000045367;38;M;29/10/00;00/01/00;Private;SUV;Urban;1; 308.000 
SDF0000045368;54;M;07/07/00;00/01/00;Private;Sports Car;Urban;1; 660.000 
ADF0000045369;67;M;11/01/00;00/01/00;Private;SUV;Rural;1; 335.000 
TDF0000045370;58;M;16/05/00;00/01/00;Private;Minivan;Urban;1; 113.000 
SDF0000045371;76;F;17/01/00;00/01/00;Commercial;SUV;Urban;1; 679.000 
SDF0000045372;71;F;14/07/00;00/01/00;Private;SUV;Rural;1; 205.000 
ADF0000045373;71;F;26/06/00;00/01/00;Private;Sports Car;Urban;1; 366.000 
GDF0000045374;21;M;30/09/00;00/01/00;Private;SUV;Urban;1; 339.000 
SDF0000045375;19;F;06/02/00;00/01/00;Commercial;Pickup;Urban;3; 255.000 
GDF0000045376;39;F;07/01/00;00/01/00;Commercial;SUV;Urban;1; 501.000 
SDF0000045377;63;M;20/10/00;00/01/00;Commercial;Pickup;Rural;1; 56.000 
ADF0000045378;26;M;07/11/00;00/01/00;Private;SUV;Urban;1; 356.000 
GDF0000045379;23;M;09/05/00;00/01/00;Commercial;Minivan;Urban;1; 634.000 
TDF0000045380;78;M;10/09/00;00/01/00;Commercial;Truck;Urban;1; 617.000 
GDF0000045381;34;M;29/11/00;00/01/00;Private;Minivan;Urban;1; 549.000 
GDF0000045382;66;M;30/06/00;00/01/00;Private;Minivan;Urban;1; 377.000 
TDF0000045383;59;M;15/12/00;00/01/00;Commercial;Minivan;Urban;1; 130.000 
ADF0000045384;53;F;11/05/00;00/01/00;Commercial;Pickup;Rural;1; 156.000 
ADF0000045385;26;M;23/03/00;00/01/00;Private;SUV;Urban;1; 271.000 
KDF0000045386;43;F;21/01/00;00/01/00;Commercial;Pickup;Urban;1; 391.000 
ADF0000045387;51;M;02/12/00;00/01/00;Commercial;Pickup;Urban;3; 563.000 
TDF0000045388;40;F;18/03/00;00/01/00;Commercial;SUV;Urban;1; 94.000 
GDF0000045389;65;F;29/06/00;00/01/00;Commercial;Minivan;Rural;1; 615.000 
GDF0000045390;65;F;16/08/00;00/01/00;Commercial;Truck;Urban;1; 684.000 
GDF0000045391;76;F;28/08/00;00/01/00;Private;SUV;Urban;1; 277.000 
GDF0000045392;40;M;14/11/00;00/01/00;Commercial;Truck;Urban;1; 16.000 
SDF0000045393;67;M;19/03/00;00/01/00;Private;Minivan;Urban;1; 268.000 
TDF0000045394;19;F;27/03/00;00/01/00;Commercial;SUV;Urban;1; 654.000 
TDF0000045395;18;F;07/02/00;00/01/00;Private;Sports Car;Urban;1; 102.000 
SDF0000045396;80;M;23/03/00;00/01/00;Private;Van;Urban;1; 16.000 
SDF0000045397;48;M;26/11/00;00/01/00;Private;Sports Car;Urban;1; 554.000 
TDF0000045398;46;M;26/11/00;00/01/00;Commercial;Van;Urban;1; 537.000 
TDF0000045399;24;F;04/08/00;00/01/00;Commercial;Pickup;Urban;3; 385.000 
SDF0000045400;46;M;02/05/00;00/01/00;Private;Van;Rural;1; 204.000 
ADF0000045401;18;M;13/09/00;00/01/00;Commercial;Sports Car;Urban;1; 294.000 
SDF0000045402;55;F;16/06/00;00/01/00;Commercial;Minivan;Urban;1; 177.000 
TDF0000045403;47;F;06/04/00;00/01/00;Commercial;Pickup;Urban;1; 78.000 
ADF0000045404;43;M;12/06/00;00/01/00;Commercial;SUV;Rural;1; 473.000 
ADF0000045405;36;M;01/07/00;00/01/00;Commercial;Pickup;Urban;3; 365.000 
KDF0000045406;73;F;13/07/00;00/01/00;Commercial;Pickup;Urban;1; 367.000 
ADF0000045407;40;M;11/04/00;00/01/00;Private;SUV;Rural;1; 24.000 
KDF0000045408;36;M;04/07/00;00/01/00;Private;Minivan;Urban;1; 710.000 
ADF0000045409;25;M;20/01/00;00/01/00;Private;Sports Car;Urban;1; 558.000 
ADF0000045410;26;M;25/09/00;00/01/00;Private;Minivan;Urban;1; 598.000 
KDF0000045411;33;F;02/10/00;00/01/00;Private;Pickup;Urban;1; 335.000 
ADF0000045412;70;F;07/07/00;00/01/00;Private;Pickup;Rural;1; 380.000 
TDF0000045413;58;M;23/04/00;00/01/00;Private;Minivan;Urban;1; 42.000 
TDF0000045414;69;F;14/07/00;00/01/00;Private;Minivan;Urban;1; 569.000 
KDF0000045415;56;F;15/11/00;00/01/00;Private;Sports Car;Urban;1; 557.000 
SDF0000045416;42;M;02/02/00;00/01/00;Commercial;Van;Urban;1; 79.000 
KDF0000045417;53;M;10/03/00;00/01/00;Commercial;Truck;Urban;1; 345.000 
ADF0000045418;32;F;22/09/00;00/01/00;Commercial;Pickup;Urban;1; 150.000 
ADF0000045419;56;F;30/04/00;00/01/00;Private;Van;Urban;1; 577.000 
GDF0000045420;28;M;11/01/00;00/01/00;Private;SUV;Urban;3; 317.000 
TDF0000045421;62;F;21/03/00;00/01/00;Private;SUV;Rural;1; 339.000 
TDF0000045422;57;M;03/03/00;00/01/00;Commercial;Minivan;Rural;1; 612.000 
KDF0000045423;37;M;17/02/00;00/01/00;Private;SUV;Rural;1; 148.000 
KDF0000045424;23;F;08/08/00;00/01/00;Commercial;Truck;Urban;1; 356.000 
TDF0000045425;66;F;20/08/00;00/01/00;Commercial;Pickup;Urban;3; 64.000 
KDF0000045426;80;M;20/03/00;00/01/00;Private;SUV;Urban;1; 622.000 
GDF0000045427;51;F;20/04/00;00/01/00;Commercial;Minivan;Rural;1; 687.000 
TDF0000045428;51;M;17/09/00;00/01/00;Commercial;Pickup;Rural;1; 108.000 
KDF0000045429;47;F;13/03/00;00/01/00;Private;Minivan;Urban;1; 73.000 
GDF0000045430;30;F;24/11/00;00/01/00;Commercial;Pickup;Urban;1; 288.000 
SDF0000045431;80;M;03/05/00;00/01/00;Private;Minivan;Urban;1; 54.000 
TDF0000045432;54;M;24/05/00;00/01/00;Commercial;Sports Car;Urban;1; 5.000 
KDF0000045433;21;M;05/04/00;00/01/00;Private;SUV;Urban;1; 479.000 
ADF0000045434;80;F;12/03/00;00/01/00;Private;SUV;Rural;1; 141.000 
SDF0000045435;36;M;21/09/00;00/01/00;Private;Sports Car;Urban;1; 63.000 
GDF0000045436;53;M;03/11/00;00/01/00;Private;Van;Urban;3; 638.000 
SDF0000045437;77;F;21/09/00;00/01/00;Private;Minivan;Urban;1; 284.000 
ADF0000045438;25;F;04/03/00;00/01/00;Private;SUV;Rural;1; 274.000 
KDF0000045439;72;F;27/10/00;00/01/00;Private;Van;Urban;1; 408.000 
TDF0000045440;59;F;01/03/00;00/01/00;Commercial;Van;Urban;3; 199.000 
SDF0000045441;56;F;09/12/00;00/01/00;Commercial;Pickup;Urban;3; 601.000 
GDF0000045442;71;F;13/11/00;00/01/00;Private;Sports Car;Rural;1; 217.000 
TDF0000045443;20;F;07/04/00;00/01/00;Commercial;Pickup;Urban;1; 673.000 
TDF0000045444;67;M;10/11/00;00/01/00;Commercial;Truck;Urban;1; 120.000 
TDF0000045445;68;M;23/05/00;00/01/00;Private;SUV;Urban;1; 235.000 
KDF0000045446;63;M;08/03/00;00/01/00;Private;Minivan;Urban;1; 580.000 
SDF0000045447;54;M;15/04/00;00/01/00;Private;SUV;Urban;1; 667.000 
KDF0000045448;46;F;20/10/00;00/01/00;Commercial;Pickup;Urban;1; 27.000 
KDF0000045449;54;M;23/04/00;00/01/00;Commercial;SUV;Urban;1; 624.000 
TDF0000045450;55;M;01/07/00;00/01/00;Private;Sports Car;Urban;1; 619.000 
GDF0000045451;76;F;20/03/00;00/01/00;Private;SUV;Rural;1; 113.000 
KDF0000045452;49;M;22/05/00;00/01/00;Commercial;Minivan;Rural;1; 227.000 
ADF0000045453;31;M;12/01/00;00/01/00;Private;SUV;Urban;1; 683.000 
KDF0000045454;26;F;23/12/00;00/01/00;Private;SUV;Urban;1; 241.000 
ADF0000045455;39;M;11/01/00;00/01/00;Commercial;Van;Urban;3; 668.000 
ADF0000045456;21;M;05/10/00;00/01/00;Private;Pickup;Urban;1; 479.000 
TDF0000045457;41;F;02/06/00;00/01/00;Private;SUV;Urban;1; 395.000 
TDF0000045458;23;F;24/01/00;00/01/00;Commercial;Minivan;Urban;3; 504.000 
GDF0000045459;34;M;04/01/00;00/01/00;Commercial;Van;Rural;1; 328.000 
ADF0000045460;65;F;25/02/00;00/01/00;Commercial;Sports Car;Urban;1; 412.000 
GDF0000045461;21;M;01/03/00;00/01/00;Private;SUV;Rural;1; 240.000 
ADF0000045462;48;F;17/06/00;00/01/00;Commercial;Sports Car;Urban;1; 716.000 
KDF0000045463;69;F;27/09/00;00/01/00;Commercial;Truck;Urban;1; 376.000 
SDF0000045464;59;F;27/03/00;00/01/00;Commercial;Van;Urban;1; 73.000 
GDF0000045465;56;F;23/01/00;00/01/00;Private;SUV;Rural;1; 62.000 
SDF0000045466;72;M;14/09/00;00/01/00;Private;SUV;Urban;1; 26.000 
ADF0000045467;76;M;09/10/00;00/01/00;Private;Minivan;Urban;1; 275.000 
SDF0000045468;21;F;21/07/00;00/01/00;Private;SUV;Urban;1; 345.000 
KDF0000045469;54;M;08/12/00;00/01/00;Private;Minivan;Rural;1; 687.000 
KDF0000045470;63;M;24/08/00;00/01/00;Private;Sports Car;Urban;1; 59.000 
SDF0000045471;21;F;04/08/00;00/01/00;Commercial;Van;Urban;3; 700.000 
SDF0000045472;76;F;22/04/00;00/01/00;Private;Minivan;Rural;1; 261.000 
TDF0000045473;68;M;14/04/00;00/01/00;Commercial;Pickup;Urban;3; 362.000 
SDF0000045474;28;F;19/05/00;00/01/00;Private;SUV;Rural;1; 330.000 
TDF0000045475;39;M;18/11/00;00/01/00;Private;Sports Car;Urban;1; 485.000 
KDF0000045476;73;F;19/11/00;00/01/00;Private;Minivan;Urban;1; 647.000 
KDF0000045477;43;F;25/03/00;00/01/00;Commercial;Truck;Urban;1; 634.000 
KDF0000045478;62;M;30/10/00;00/01/00;Private;SUV;Urban;1; 213.000 
GDF0000045479;43;F;01/03/00;00/01/00;Private;SUV;Urban;1; 14.000 
SDF0000045480;49;F;28/04/00;00/01/00;Commercial;Minivan;Rural;1; 215.000 
SDF0000045481;39;M;22/08/00;00/01/00;Commercial;Minivan;Urban;1; 549.000 
KDF0000045482;60;M;26/04/00;00/01/00;Private;SUV;Rural;1; 470.000 
TDF0000045483;65;M;28/04/00;00/01/00;Private;Pickup;Urban;1; 94.000 
SDF0000045484;77;F;13/01/00;00/01/00;Commercial;Van;Urban;1; 476.000 
SDF0000045485;21;M;11/05/00;00/01/00;Private;Van;Urban;1; 165.000 
SDF0000045486;68;M;18/07/00;00/01/00;Private;Sports Car;Urban;3; 62.000 
SDF0000045487;40;F;19/04/00;00/01/00;Commercial;Pickup;Urban;3; 351.000 
ADF0000045488;21;M;12/01/00;00/01/00;Commercial;Van;Urban;3; 92.000 
KDF0000045489;34;M;16/07/00;00/01/00;Private;Van;Urban;3; 156.000 
TDF0000045490;22;F;07/05/00;00/01/00;Commercial;Pickup;Urban;1; 44.000 
KDF0000045491;49;F;17/10/00;00/01/00;Commercial;Pickup;Rural;1; 400.000 
GDF0000045492;25;F;14/06/00;00/01/00;Private;Sports Car;Urban;1; 254.000 
GDF0000045493;25;M;14/11/00;00/01/00;Private;Minivan;Urban;1; 561.000 
GDF0000045494;65;F;07/05/00;00/01/00;Private;SUV;Urban;1; 295.000 
SDF0000045495;24;F;14/01/00;00/01/00;Private;Minivan;Urban;1; 480.000 
ADF0000045496;80;M;29/02/00;00/01/00;Private;Minivan;Urban;1; 29.000 
GDF0000045497;26;M;03/12/00;00/01/00;Private;Minivan;Urban;3; 439.000 
TDF0000045498;66;F;24/12/00;00/01/00;Private;SUV;Urban;1; 114.000 
TDF0000045499;52;M;29/11/00;00/01/00;Private;Sports Car;Rural;4; 458.000 
KDF0000045500;54;M;26/03/00;00/01/00;Private;SUV;Urban;1; 507.000 
ADF0000045501;35;F;14/02/00;00/01/00;Private;Sports Car;Urban;1; 503.000 
SDF0000045502;44;F;21/04/00;00/01/00;Private;Minivan;Urban;1; 153.000 
ADF0000045503;79;F;16/10/00;00/01/00;Commercial;SUV;Urban;1; 708.000 
ADF0000045504;22;F;06/08/00;00/01/00;Commercial;SUV;Rural;1; 366.000 
TDF0000045505;44;M;03/01/00;00/01/00;Private;SUV;Urban;1; 374.000 
SDF0000045506;63;M;23/10/00;00/01/00;Private;Minivan;Urban;1; 364.000 
TDF0000045507;48;F;08/08/00;00/01/00;Commercial;Minivan;Urban;3; 495.000 
KDF0000045508;74;F;17/10/00;00/01/00;Private;Pickup;Urban;1; 202.000 
TDF0000045509;30;F;24/06/00;00/01/00;Commercial;Minivan;Urban;3; 416.000 
GDF0000045510;70;M;15/09/00;00/01/00;Commercial;SUV;Urban;1; 89.000 
TDF0000045511;67;M;17/08/00;00/01/00;Private;Minivan;Urban;1; 556.000 
SDF0000045512;47;M;19/10/00;00/01/00;Private;Pickup;Urban;1; 211.000 
GDF0000045513;43;F;04/04/00;00/01/00;Private;Minivan;Urban;1; 638.000 
TDF0000045514;56;F;01/10/00;00/01/00;Private;Pickup;Urban;1; 341.000 
KDF0000045515;74;M;21/05/00;00/01/00;Private;Minivan;Urban;1; 524.000 
KDF0000045516;42;M;24/11/00;00/01/00;Private;Sports Car;Rural;1; 489.000 
KDF0000045517;31;F;15/01/00;00/01/00;Private;Pickup;Urban;1; 157.000 
GDF0000045518;38;F;27/01/00;00/01/00;Commercial;Van;Urban;1; 59.000 
SDF0000045519;21;M;27/11/00;00/01/00;Commercial;Pickup;Urban;1; 663.000 
ADF0000045520;40;M;19/10/00;00/01/00;Commercial;Pickup;Urban;1; 51.000 
ADF0000045521;25;M;29/04/00;00/01/00;Private;Minivan;Rural;1; 561.000 
TDF0000045522;76;F;04/02/00;00/01/00;Commercial;Pickup;Rural;1; 350.000 
KDF0000045523;45;F;17/01/00;00/01/00;Private;SUV;Urban;1; 11.000 
GDF0000045524;44;M;24/06/00;00/01/00;Private;Sports Car;Urban;1; 192.000 
TDF0000045525;28;M;30/08/00;00/01/00;Commercial;Minivan;Urban;1; 207.000 
KDF0000045526;61;M;02/11/00;00/01/00;Private;SUV;Urban;1; 280.000 
SDF0000045527;61;M;21/03/00;00/01/00;Private;Minivan;Urban;1; 460.000 
SDF0000045528;79;F;11/07/00;00/01/00;Commercial;Pickup;Urban;1; 162.000 
ADF0000045529;58;M;07/02/00;00/01/00;Private;SUV;Rural;1; 2.000 
ADF0000045530;47;M;07/10/00;00/01/00;Private;SUV;Urban;1; 193.000 
SDF0000045531;77;F;11/05/00;00/01/00;Private;SUV;Urban;4; 559.000 
KDF0000045532;19;F;24/01/00;00/01/00;Private;Minivan;Rural;1; 613.000 
TDF0000045533;50;M;24/04/00;00/01/00;Private;Minivan;Urban;5; 717.000 
ADF0000045534;50;M;10/12/00;00/01/00;Commercial;Van;Urban;1; 122.000 
KDF0000045535;22;F;10/10/00;00/01/00;Private;SUV;Urban;3; 413.000 
ADF0000045536;62;M;01/03/00;00/01/00;Private;Minivan;Rural;1; 433.000 
GDF0000045537;30;F;17/11/00;00/01/00;Private;Pickup;Urban;1; 162.000 
TDF0000045538;33;F;13/05/00;00/01/00;Private;Minivan;Rural;1; 532.000 
TDF0000045539;30;M;24/04/00;00/01/00;Private;SUV;Urban;1; 61.000 
KDF0000045540;66;M;03/02/00;00/01/00;Private;SUV;Urban;1; 12.000 
ADF0000045541;43;F;12/04/00;00/01/00;Commercial;Minivan;Rural;1; 16.000 
GDF0000045542;45;M;30/11/00;00/01/00;Commercial;Truck;Urban;1; 500.000 
TDF0000045543;22;M;26/02/00;00/01/00;Commercial;Minivan;Rural;1; 333.000 
SDF0000045544;43;F;05/10/00;00/01/00;Commercial;SUV;Urban;1; 80.000 
GDF0000045545;19;F;04/02/00;00/01/00;Private;Sports Car;Rural;1; 125.000 
GDF0000045546;47;M;07/08/00;00/01/00;Private;Minivan;Rural;1; 283.000 
KDF0000045547;48;F;09/05/00;00/01/00;Private;Minivan;Urban;1; 630.000 
TDF0000045548;72;F;04/10/00;00/01/00;Private;Minivan;Rural;3; 211.000 
ADF0000045549;51;M;20/08/00;00/01/00;Private;SUV;Urban;1; 471.000 
GDF0000045550;31;M;02/11/00;00/01/00;Commercial;Pickup;Urban;1; 231.000 
ADF0000045551;22;M;19/03/00;00/01/00;Private;SUV;Urban;3; 289.000 
GDF0000045552;34;M;09/12/00;00/01/00;Commercial;Sports Car;Urban;1; 595.000 
GDF0000045553;51;M;08/01/00;00/01/00;Commercial;SUV;Urban;1; 339.000 
ADF0000045554;38;F;19/01/00;00/01/00;Commercial;Pickup;Urban;1; 642.000 
SDF0000045555;46;M;15/03/00;00/01/00;Commercial;Minivan;Urban;3; 463.000 
KDF0000045556;51;M;24/02/00;00/01/00;Private;Pickup;Urban;1; 549.000 
GDF0000045557;52;F;04/12/00;00/01/00;Commercial;Pickup;Rural;1; 656.000 
ADF0000045558;31;F;08/06/00;00/01/00;Private;Minivan;Urban;1; 634.000 
ADF0000045559;18;F;08/04/00;00/01/00;Commercial;Truck;Urban;1; 411.000 
TDF0000045560;45;M;03/12/00;00/01/00;Private;SUV;Rural;1; 19.000 
ADF0000045561;19;F;06/01/00;00/01/00;Private;Pickup;Urban;1; 296.000 
GDF0000045562;23;F;12/07/00;00/01/00;Private;Sports Car;Urban;1; 658.000 
KDF0000045563;75;F;16/12/00;00/01/00;Private;Pickup;Urban;1; 355.000 
SDF0000045564;20;M;24/06/00;00/01/00;Private;Minivan;Urban;3; 508.000 
GDF0000045565;78;F;03/10/00;00/01/00;Private;SUV;Urban;1; 404.000 
SDF0000045566;28;M;13/11/00;00/01/00;Private;Minivan;Urban;1; 208.000 
ADF0000045567;73;F;15/03/00;00/01/00;Commercial;Pickup;Rural;3; 370.000 
ADF0000045568;49;F;16/08/00;00/01/00;Commercial;Sports Car;Rural;1; 677.000 
TDF0000045569;57;F;14/02/00;00/01/00;Private;SUV;Rural;1; 291.000 
ADF0000045570;55;M;19/11/00;00/01/00;Private;Minivan;Urban;1; 54.000 
GDF0000045571;36;F;28/06/00;00/01/00;Private;Pickup;Urban;1; 648.000 
SDF0000045572;33;F;31/12/00;00/01/00;Commercial;Sports Car;Urban;1; 477.000 
KDF0000045573;21;M;15/10/00;00/01/00;Private;Pickup;Urban;1; 322.000 
KDF0000045574;22;F;13/09/00;00/01/00;Commercial;Truck;Urban;3; 202.000 
ADF0000045575;66;M;09/11/00;00/01/00;Private;SUV;Urban;1; 163.000 
SDF0000045576;74;M;22/08/00;00/01/00;Commercial;Truck;Urban;1; 152.000 
ADF0000045577;67;M;09/12/00;00/01/00;Commercial;Truck;Urban;1; 583.000 
KDF0000045578;68;F;25/10/00;00/01/00;Private;SUV;Urban;3; 618.000 
SDF0000045579;38;F;17/07/00;00/01/00;Private;Minivan;Urban;1; 448.000 
GDF0000045580;60;M;07/06/00;00/01/00;Private;Minivan;Rural;1; 369.000 
TDF0000045581;19;M;18/05/00;00/01/00;Private;Pickup;Urban;1; 271.000 
ADF0000045582;72;M;25/07/00;00/01/00;Private;Sports Car;Rural;1; 720.000 
SDF0000045583;69;F;12/03/00;00/01/00;Private;SUV;Urban;1; 107.000 
GDF0000045584;37;M;26/03/00;00/01/00;Private;SUV;Urban;1; 441.000 
GDF0000045585;70;F;31/03/00;00/01/00;Private;SUV;Urban;1; 235.000 
KDF0000045586;38;M;25/08/00;00/01/00;Commercial;SUV;Urban;1; 378.000 
SDF0000045587;68;M;25/11/00;00/01/00;Private;Pickup;Urban;3; 678.000 
ADF0000045588;65;F;27/05/00;00/01/00;Private;SUV;Urban;1; 510.000 
SDF0000045589;78;F;17/09/00;00/01/00;Private;Sports Car;Urban;1; 439.000 
TDF0000045590;78;M;10/08/00;00/01/00;Private;Minivan;Urban;1; 714.000 
ADF0000045591;45;M;04/07/00;00/01/00;Private;Minivan;Urban;1; 166.000 
KDF0000045592;24;F;27/07/00;00/01/00;Private;Minivan;Urban;1; 133.000 
